event_id,device_id,timestamp,longitude,latitude,state
531528,4438762813820919907,2016-05-01 23:44:26,72.89583599999997,18.989119,Maharashtra
2601142,2492552187203965083,2016-05-03 23:28:40,73.88298400000002,18.541731,Maharashtra
2328915,2725048094214333353,2016-05-01 08:58:57,72.878373,19.027258,Maharashtra
907859,9213496911567089351,2016-05-03 18:18:43,77.53206300000002,20.562677,Maharashtra
1039399,5268484660609465194,2016-05-05 13:23:00,73.923061,18.570456,Maharashtra
633732,-2994642577359228772,2016-05-07 13:09:54,73.927338,18.578691000000006,Maharashtra
424164,-109926537072892254,2016-05-05 02:33:52,73.92171,18.561947,Maharashtra
2367205,1820804107745949618,2016-05-06 13:15:18,73.86875699999999,18.607327,Maharashtra
346311,3271538568457312072,2016-05-02 11:01:14,72.913671,18.990588,Maharashtra
2711881,7106922851105968241,2016-05-05 22:56:32,73.92987500000002,18.573957,Maharashtra
2167028,8199753901068257666,2016-05-07 20:52:13,72.85128900000002,19.052051000000002,Maharashtra
872748,-387900944632885382,2016-05-04 14:40:24,73.856139,18.545157,Maharashtra
2764468,9027085705222633039,2016-05-03 22:43:57,73.862756,18.628057000000002,Maharashtra
867389,2265559917416743484,2016-05-04 12:43:22,73.888551,18.552814,Maharashtra
2915886,7025978083640396366,2016-05-02 17:18:43,73.91306900000002,18.55253,Maharashtra
3123919,-613408298469059763,2016-05-01 22:51:35,73.90011700000002,18.616156,Maharashtra
295828,-8904158513818463321,2016-05-06 05:51:57,73.926877,18.580174,Maharashtra
3048582,-2220320483940721979,2016-05-04 08:02:28,73.852299,18.583254,Maharashtra
2608578,-6669940850530326100,2016-05-04 08:12:22,72.871275,18.979229,Maharashtra
542873,5970465303605331667,2016-05-03 06:50:01,72.84613599999999,18.995146,Maharashtra
401162,-392651621233145658,2016-05-02 01:08:19,72.89726599999999,19.013104000000002,Maharashtra
297393,-8680901969738449346,2016-05-02 07:03:59,73.936098,18.615575,Maharashtra
1141582,177158571165078698,2016-05-07 09:40:51,73.92649899999998,18.614812,Maharashtra
203272,4928555839839669963,2016-05-01 14:46:16,72.84479499999998,18.974929,Maharashtra
